customer id,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
ZH93283,Arizona,M,6005.85,13528.0,86.0,Personal Auto,Four-Door Car,412.8
WF51811,Arizona,F,2719.51,14030.0,72.0,Personal Auto,Two-Door Car,345.6
RL51023,Arizona,M,4185.76,0.0,64.0,Corporate Auto,Four-Door Car,492.644465
NQ67659,Nevada,F,33473.35,33190.0,106.0,Personal Auto,SUV,508.8
KI45566,Nevada,M,7331.51,0.0,100.0,Personal Auto,Sports Car,61.580247
WB68229,Arizona,F,9320.28,21033.0,118.0,Personal Auto,Two-Door Car,738.975495
UF84144,Washington,M,3312.32,26285.0,84.0,Corporate Auto,Four-Door Car,403.2
ZH28312,California,F,5560.28,0.0,74.0,Corporate Auto,Four-Door Car,65.953005
GK48045,Washington,F,8214.6,73245.0,68.0,Personal Auto,Four-Door Car,305.121363
HZ67642,California,M,8647.14,0.0,119.0,Personal Auto,SUV,244.816163
HE12295,California,M,4446.74,0.0,61.0,Personal Auto,Four-Door Car,616.279356
XL66550,Oregon,M,7769.84,74365.0,193.0,Corporate Auto,Luxury Car,926.4
AL27471,Oregon,M,3911.12,30821.0,97.0,Personal Auto,Four-Door Car,451.319227
NG94479,Arizona,F,2731.52,69844.0,68.0,Corporate Auto,Four-Door Car,184.379697
WR58220,Oregon,M,8401.79,0.0,124.0,Personal Auto,SUV,595.2
RT64920,Oregon,M,5875.04,55836.0,73.0,Personal Auto,Four-Door Car,314.936185
IR58695,Oregon,M,6188.38,40352.0,77.0,Corporate Auto,Four-Door Car,406.367233
AS93181,Arizona,F,4506.58,14985.0,116.0,Personal Auto,Sports Car,571.319514
ML23548,Arizona,F,10548.54,27458.0,131.0,Personal Auto,Sports Car,730.373515
PU71194,Oregon,F,35203.57,56343.0,295.0,Personal Auto,Luxury Car,1612.962321
QT46430,California,F,8193.75,12780.0,111.0,Personal Auto,Sports Car,225.437098
WP83694,California,F,5313.44,68558.0,131.0,Personal Auto,SUV,280.903779
UE19977,California,F,4379.77,47747.0,111.0,Personal Auto,Two-Door Car,165.588524
WC83942,Oregon,M,20885.56,16113.0,81.0,Corporate Auto,Four-Door Car,494.890996
HZ62410,Oregon,M,2771.96,0.0,79.0,Personal Auto,Four-Door Car,379.2
CE72177,California,F,5461.55,39626.0,69.0,Personal Auto,Four-Door Car,485.705851
YI89801,California,F,2570.24,49304.0,65.0,Corporate Auto,Four-Door Car,312.0
KB53430,Oregon,M,2227.07,27972.0,61.0,Personal Auto,Four-Door Car,292.8
KB50999,California,F,5394.0,27568.0,68.0,Personal Auto,Two-Door Car,278.689331
JO17193,Washington,M,2300.69,25905.0,63.0,Personal Auto,Four-Door Car,302.4
BO42776,Washington,M,25360.1,21442.0,108.0,Corporate Auto,SUV,518.4
OZ19432,Nevada,F,4374.04,34516.0,113.0,Special Auto,Four-Door Car,42.950852
VT34834,Nevada,M,4953.36,0.0,68.0,Personal Auto,Four-Door Car,342.468248
MI65698,Oregon,F,4590.81,28354.0,118.0,Personal Auto,Two-Door Car,320.327775
IG85969,Arizona,F,5062.37,0.0,72.0,Personal Auto,Two-Door Car,345.6
SE72928,California,M,9075.77,37722.0,116.0,Personal Auto,Sports Car,158.077504
QV47358,Arizona,F,8133.16,32021.0,70.0,Personal Auto,Four-Door Car,336.0
HR50405,Oregon,F,2869.3,13393.0,73.0,Personal Auto,Four-Door Car,34.708194
MN53151,Oregon,M,27937.75,13624.0,117.0,Personal Auto,Sports Car,561.6
VD64777,Nevada,F,2606.19,27800.0,67.0,Personal Auto,Two-Door Car,321.6
EG21289,California,F,7764.27,58419.0,191.0,Personal Auto,Luxury Car,202.468807
YI85251,Nevada,M,18380.39,50407.0,92.0,Personal Auto,Four-Door Car,352.060768
RD61361,Arizona,F,6102.95,0.0,84.0,Personal Auto,Four-Door Car,856.347474
PG26401,Washington,M,9191.67,77603.0,114.0,Personal Auto,SUV,547.2
NV91476,California,F,9581.28,75606.0,119.0,Personal Auto,Four-Door Car,571.2
SJ16410,Arizona,M,7532.26,41458.0,98.0,Personal Auto,Four-Door Car,191.100227
BI17208,Oregon,M,2795.32,0.0,74.0,Personal Auto,Two-Door Car,420.765993
WR70403,Washington,M,5673.84,0.0,82.0,Personal Auto,Two-Door Car,445.001296
ZZ22858,Arizona,F,15016.19,70619.0,187.0,Personal Auto,Luxury Car,293.948632
EZ75048,California,M,3087.25,41273.0,77.0,Personal Auto,Four-Door Car,221.226696
CN31328,Arizona,F,5480.7,46946.0,70.0,Personal Auto,Four-Door Car,336.0
ZP91150,Oregon,M,7944.97,0.0,113.0,Corporate Auto,Four-Door Car,542.4
LC77957,Oregon,M,8543.25,99180.0,106.0,Personal Auto,SUV,33.751887
PT34656,California,F,5380.9,55350.0,67.0,Personal Auto,Four-Door Car,321.6
MI99404,California,M,4650.06,28215.0,65.0,Personal Auto,Two-Door Car,468.0
AI58313,Nevada,F,36946.06,75425.0,116.0,Personal Auto,Sports Car,663.643801
VA60020,Nevada,F,3314.55,63583.0,83.0,Special Auto,Four-Door Car,167.39959
TW53467,California,M,4566.38,0.0,66.0,Personal Auto,Four-Door Car,475.2
IC11062,Nevada,F,5597.12,37995.0,139.0,Personal Auto,SUV,667.2
OO11531,Nevada,F,2540.55,37125.0,63.0,Personal Auto,Four-Door Car,290.911693
JV80614,California,M,2939.33,53357.0,73.0,Personal Auto,Four-Door Car,55.320014
IC70693,California,F,16068.35,70140.0,199.0,Corporate Auto,Luxury Car,955.2
JY45326,Oregon,M,7360.87,52380.0,186.0,Personal Auto,Luxury SUV,892.8
QW17940,California,M,2700.99,79292.0,67.0,Corporate Auto,Four-Door Car,55.394702
AV25133,Oregon,F,3095.71,0.0,92.0,Personal Auto,Two-Door Car,774.892461
QJ57215,Nevada,F,4383.75,0.0,123.0,Personal Auto,SUV,1480.336748
IG94072,Oregon,F,9928.87,75425.0,123.0,Personal Auto,Sports Car,823.798803
WC28543,Arizona,M,2399.18,20992.0,64.0,Personal Auto,Two-Door Car,307.2
DH13219,Washington,M,3402.78,57428.0,85.0,Corporate Auto,Four-Door Car,414.649796
ET80689,California,M,8711.3,92606.0,109.0,Special Auto,SUV,287.437831
JD10245,California,M,4358.76,86001.0,109.0,Personal Auto,SUV,523.2
XO96556,Arizona,M,2551.23,79751.0,63.0,Personal Auto,Two-Door Car,392.235698
UJ61336,Arizona,F,5642.75,68654.0,71.0,Personal Auto,Four-Door Car,208.048487
XS94482,Arizona,F,4151.67,0.0,61.0,Personal Auto,Two-Door Car,208.892861
QX57337,Oregon,F,2842.03,92629.0,72.0,Personal Auto,Four-Door Car,60.845685
CZ35936,California,F,8791.44,54094.0,112.0,Corporate Auto,SUV,502.994931
IM41800,Nevada,M,8268.27,95419.0,70.0,Personal Auto,Four-Door Car,336.0
GI70742,Oregon,F,8581.64,66466.0,71.0,Personal Auto,Four-Door Car,293.016168
HQ32112,Arizona,M,5244.4,68131.0,130.0,Personal Auto,SUV,226.607648
CC85895,Nevada,F,8509.02,56481.0,106.0,Personal Auto,SUV,273.250112
CF40646,California,M,4743.62,70082.0,119.0,Personal Auto,SUV,571.2
RF39856,Nevada,M,22754.66,51437.0,115.0,Corporate Auto,SUV,244.086665
VT85216,Nevada,M,5335.02,0.0,73.0,Personal Auto,Four-Door Car,525.6
SW69117,Oregon,M,6966.32,27972.0,90.0,Corporate Auto,Two-Door Car,240.318607
EI58852,Arizona,F,21205.38,24930.0,76.0,Personal Auto,Four-Door Car,364.8
FN61865,Nevada,F,4271.2,26245.0,110.0,Personal Auto,Two-Door Car,44.284642
LI11560,California,F,5580.82,57883.0,69.0,Personal Auto,Four-Door Car,431.847824
NY12562,Nevada,F,2224.09,0.0,64.0,Corporate Auto,Four-Door Car,483.25721
GE46404,Oregon,F,2709.54,58828.0,68.0,Personal Auto,Four-Door Car,446.751243
PP26786,Arizona,M,2890.34,51906.0,73.0,Corporate Auto,Four-Door Car,374.864662
BE55425,Oregon,M,6403.58,28095.0,82.0,Personal Auto,Four-Door Car,393.6
SH75038,California,F,5981.38,88723.0,74.0,Personal Auto,Two-Door Car,355.2
LD22387,California,F,6225.02,53078.0,79.0,Corporate Auto,Four-Door Car,200.97608
FF94034,California,F,8496.36,88895.0,106.0,Personal Auto,Sports Car,209.863509
YK16362,Arizona,F,10213.99,60078.0,127.0,Corporate Auto,SUV,140.819942
DN10177,California,M,4547.16,0.0,67.0,Personal Auto,Two-Door Car,321.6
IV35546,Nevada,F,5741.7,45820.0,71.0,Corporate Auto,Four-Door Car,249.742856
SK12432,Arizona,M,2388.35,0.0,73.0,Personal Auto,Four-Door Car,677.970934
DF71709,California,M,12624.96,12439.0,115.0,Corporate Auto,Two-Door Car,552.0
UT61518,California,M,8382.48,25998.0,71.0,Personal Auto,Four-Door Car,791.878042
PU75847,Arizona,M,4964.67,98451.0,62.0,Personal Auto,Four-Door Car,316.546868
XA47378,California,F,2871.44,23803.0,72.0,Corporate Auto,Two-Door Car,410.548521
NE22677,California,M,13080.79,0.0,124.0,Special Auto,SUV,595.2
HV62406,Oregon,F,2482.41,26100.0,67.0,Personal Auto,Four-Door Car,482.4
VS20668,Nevada,F,2726.83,0.0,73.0,Personal Auto,Four-Door Car,376.923839
YZ79232,Oregon,M,4776.19,0.0,67.0,Personal Auto,Four-Door Car,315.215329
ND87457,Nevada,M,6091.9,65252.0,78.0,Personal Auto,Four-Door Car,482.48791
TY59231,California,F,5015.01,48567.0,130.0,Personal Auto,SUV,624.0
DA54619,Oregon,F,9035.67,34337.0,113.0,Personal Auto,Four-Door Car,542.4
OL27257,Nevada,F,4381.88,20394.0,115.0,Personal Auto,Two-Door Car,508.614758
TH86528,Washington,F,5775.52,0.0,76.0,Personal Auto,Two-Door Car,784.611446
DS34823,Arizona,F,4250.28,0.0,61.0,Personal Auto,Four-Door Car,292.8
HB24005,California,M,2347.05,31617.0,62.0,Personal Auto,Four-Door Car,244.269407
ZV96574,California,F,6940.07,0.0,62.0,Corporate Auto,Four-Door Car,297.6
JC80093,Washington,M,2572.51,21104.0,66.0,Personal Auto,Four-Door Car,118.454974
KN24990,Arizona,M,41491.74,37748.0,181.0,Personal Auto,Luxury Car,868.8
RR39751,California,F,3571.35,0.0,96.0,Personal Auto,Four-Door Car,438.661509
BN80677,Oregon,M,12734.21,25023.0,82.0,Corporate Auto,Two-Door Car,397.139856
WL74893,Oregon,F,4529.11,0.0,62.0,Special Auto,Four-Door Car,271.164139
ZN59196,Oregon,F,4177.88,14108.0,109.0,Personal Auto,Four-Door Car,523.2
PF77449,Washington,F,9824.75,23923.0,82.0,Personal Auto,Four-Door Car,393.6
HO38996,Oregon,M,2430.8,0.0,67.0,Special Auto,Four-Door Car,321.6
YU86361,Washington,F,19160.99,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
PJ13204,California,F,3301.52,0.0,89.0,Corporate Auto,Two-Door Car,427.2
SP63623,Oregon,M,4692.1,0.0,69.0,Personal Auto,Four-Door Car,506.92275
DP33625,Arizona,M,8092.88,50825.0,102.0,Personal Auto,SUV,369.614729
BJ18904,Arizona,M,3964.53,14616.0,106.0,Personal Auto,SUV,575.260213
TR26615,Oregon,M,2497.53,0.0,69.0,Corporate Auto,Two-Door Car,272.381465
ZD44648,Arizona,M,9656.21,29504.0,125.0,Personal Auto,SUV,1224.56345
QW60568,California,M,8888.14,58789.0,111.0,Corporate Auto,Four-Door Car,215.438825
XS78545,Oregon,F,7347.41,29491.0,61.0,Personal Auto,Four-Door Car,292.8
EU19773,Arizona,F,8578.36,78077.0,107.0,Personal Auto,Four-Door Car,438.069458
ZL45417,California,F,3467.32,0.0,96.0,Personal Auto,Two-Door Car,799.251165
JS58659,Nevada,M,8901.47,76558.0,74.0,Special Auto,Four-Door Car,216.980413
XK84089,California,M,2619.34,78618.0,66.0,Personal Auto,Two-Door Car,225.578841
LH91968,Oregon,M,8838.09,82664.0,114.0,Corporate Auto,SUV,133.425609
NX63627,Oregon,M,10127.77,23053.0,132.0,Personal Auto,Sports Car,780.941649
ND62955,Nevada,M,4633.45,50250.0,117.0,Personal Auto,SUV,561.6
YQ11786,Oregon,M,7796.0,32169.0,199.0,Personal Auto,Luxury SUV,785.82348
TM13955,Washington,M,2993.02,0.0,80.0,Corporate Auto,Four-Door Car,286.115778
IA91291,Arizona,F,7985.47,99069.0,66.0,Corporate Auto,Four-Door Car,77.442722
RO89785,Oregon,M,3508.57,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
QW40898,Arizona,F,2722.21,17576.0,71.0,Personal Auto,Four-Door Car,398.502948
ZD40816,Nevada,M,2783.58,42297.0,71.0,Personal Auto,Four-Door Car,200.38673
PD82395,Arizona,F,8650.0,0.0,115.0,Special Auto,Four-Door Car,824.597262
NW23827,California,F,4652.91,0.0,63.0,Personal Auto,Four-Door Car,151.231247
GG61186,Nevada,F,8395.81,0.0,110.0,Personal Auto,Four-Door Car,161.092415
TB31268,Arizona,F,8804.54,48990.0,74.0,Personal Auto,Four-Door Car,355.2
SX98462,Oregon,M,7155.34,16916.0,64.0,Personal Auto,Four-Door Car,377.512951
OL82456,Oregon,M,3954.34,18375.0,103.0,Personal Auto,Sports Car,535.080276
DN14211,Oregon,M,15032.9,17150.0,65.0,Personal Auto,Two-Door Car,689.800891
ZG12619,Washington,F,8257.67,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
VH31071,Arizona,F,9256.92,21947.0,118.0,Personal Auto,SUV,566.4
SP36555,Arizona,M,6507.75,0.0,97.0,Personal Auto,Four-Door Car,863.219668
ME83611,Nevada,F,2530.71,89451.0,63.0,Personal Auto,Four-Door Car,61.769564
PH85036,Washington,F,5482.55,79325.0,68.0,Corporate Auto,Four-Door Car,251.294821
PE54870,Oregon,M,4050.51,88454.0,101.0,Personal Auto,SUV,308.749796
DT52189,California,F,6326.68,0.0,87.0,Personal Auto,Four-Door Car,417.6
XN48526,California,F,2627.76,20943.0,69.0,Personal Auto,Four-Door Car,240.00056
KW52227,California,M,7814.6,51972.0,66.0,Personal Auto,Four-Door Car,316.8
JC98569,Oregon,F,6314.58,54408.0,79.0,Personal Auto,Four-Door Car,288.329793
BG48083,Nevada,F,6386.28,23751.0,82.0,Personal Auto,Two-Door Car,586.921708
PD19551,California,F,2537.97,37612.0,64.0,Personal Auto,Four-Door Car,307.2
BJ13380,Oregon,F,5335.38,91603.0,69.0,Personal Auto,Four-Door Car,472.67262
HY25004,Arizona,F,4549.08,0.0,62.0,Personal Auto,Two-Door Car,639.758314
WF50693,Oregon,M,4836.22,16450.0,128.0,Corporate Auto,SUV,871.484565
MA45099,Oregon,M,6478.8,50864.0,83.0,Corporate Auto,Four-Door Car,158.362972
ZC69696,Arizona,F,35440.14,74560.0,110.0,Personal Auto,SUV,528.0
VO43359,California,M,2404.38,62488.0,62.0,Personal Auto,Four-Door Car,200.689331
OM63954,California,F,9264.57,55837.0,117.0,Personal Auto,Two-Door Car,741.867506
GV71044,Oregon,F,2433.02,0.0,66.0,Personal Auto,Two-Door Car,475.2
TM79451,California,F,5367.09,97742.0,67.0,Personal Auto,Four-Door Car,67.648392
PA84292,Oregon,F,2452.36,0.0,69.0,Personal Auto,Four-Door Car,496.8
QX67584,Nevada,F,8646.5,64125.0,108.0,Personal Auto,SUV,369.818708
JK90180,Arizona,M,4340.09,0.0,62.0,Personal Auto,Four-Door Car,446.4
BH35482,Washington,M,4930.95,70412.0,61.0,Corporate Auto,Two-Door Car,136.291083
VU84949,Washington,F,5292.63,0.0,70.0,Personal Auto,Two-Door Car,336.0
SF46129,California,M,8986.61,66267.0,111.0,Personal Auto,Four-Door Car,1093.708851
OH35544,Nevada,F,5619.97,0.0,82.0,Corporate Auto,Four-Door Car,863.935307
ZF82387,Oregon,M,10340.46,40882.0,89.0,Corporate Auto,Two-Door Car,393.637436
MD40054,Oregon,M,6369.26,34498.0,83.0,Personal Auto,Two-Door Car,398.4
LE96510,Oregon,F,2767.59,0.0,74.0,Personal Auto,Four-Door Car,355.2
MC11907,California,F,4831.42,23228.0,64.0,Corporate Auto,Four-Door Car,307.2
DA57177,Oregon,F,4282.95,40864.0,109.0,Personal Auto,SUV,166.937747
SU77646,Oregon,M,5718.28,46133.0,73.0,Personal Auto,Four-Door Car,19.626306
YZ19736,Arizona,M,2580.85,46900.0,66.0,Personal Auto,Four-Door Car,316.8
JZ69749,Washington,F,6481.38,0.0,92.0,Personal Auto,Four-Door Car,441.6
BJ22117,Washington,M,5133.41,53390.0,64.0,Personal Auto,Four-Door Car,278.999409
UQ60825,California,F,9369.64,99185.0,115.0,Corporate Auto,SUV,449.428182
ZZ89380,Oregon,F,3196.58,62815.0,80.0,Special Auto,Two-Door Car,47.061469
LU87443,Oregon,F,4720.61,26277.0,61.0,Personal Auto,Four-Door Car,292.8
DG33206,Washington,F,8861.9,41854.0,110.0,Personal Auto,Four-Door Car,481.269644
AB98823,Arizona,M,6032.74,0.0,86.0,Personal Auto,Two-Door Car,412.8
MS34991,Arizona,M,6832.37,66627.0,85.0,Personal Auto,Four-Door Car,733.21126
EE53627,Oregon,M,2242.09,12131.0,64.0,Personal Auto,Four-Door Car,251.44949
XY39691,Arizona,F,4157.7,0.0,110.0,Personal Auto,SUV,528.0
ZU96776,California,M,6189.12,0.0,90.0,Personal Auto,Two-Door Car,648.0
FF84784,California,M,5643.72,33317.0,72.0,Personal Auto,Two-Door Car,345.6
QT90140,Arizona,F,5332.46,68931.0,66.0,Personal Auto,Four-Door Car,309.577946
TO71844,Oregon,M,2121.31,0.0,67.0,Personal Auto,Four-Door Car,321.6
HV69023,California,F,8281.74,19189.0,108.0,Personal Auto,SUV,518.4
RE32481,California,F,7835.93,49390.0,195.0,Personal Auto,Luxury Car,738.05105
CA79988,Oregon,M,2552.91,33124.0,67.0,Personal Auto,Four-Door Car,80.119997
DO48071,California,F,2795.41,40516.0,70.0,Personal Auto,Two-Door Car,137.168874
MW48891,Washington,F,8007.4,0.0,112.0,Personal Auto,Sports Car,537.6
JC37277,Oregon,M,6886.32,34615.0,87.0,Personal Auto,Four-Door Car,417.6
YU80673,California,F,5106.78,29894.0,72.0,Personal Auto,Four-Door Car,16.510134
BV69462,Oregon,F,5612.38,0.0,79.0,Corporate Auto,Two-Door Car,379.2
DW86238,Washington,M,5658.91,0.0,84.0,Personal Auto,Four-Door Car,847.490817
BQ51616,Oregon,F,7263.6,86732.0,180.0,Personal Auto,Luxury SUV,204.373113
XX89213,Nevada,F,8712.16,68516.0,216.0,Corporate Auto,Luxury SUV,95.693949
JC96695,California,M,9198.69,31562.0,115.0,Personal Auto,SUV,552.0
RN55306,Oregon,F,5162.37,0.0,74.0,Personal Auto,Four-Door Car,582.420512
WH36609,Arizona,F,6289.95,24477.0,79.0,Personal Auto,Four-Door Car,379.2
UO43395,Oregon,M,3649.71,0.0,100.0,Personal Auto,SUV,480.0
DS32060,California,M,6766.56,20046.0,87.0,Personal Auto,Two-Door Car,417.6
LK51056,Arizona,M,4631.01,78152.0,114.0,Corporate Auto,SUV,547.2
PX71218,Arizona,M,6810.53,0.0,65.0,Personal Auto,Four-Door Car,733.522405
NS19456,Oregon,F,9378.63,36067.0,117.0,Personal Auto,Sports Car,561.6
MR60878,Oregon,F,15762.53,44362.0,66.0,Corporate Auto,Four-Door Car,142.113373
MB32944,Nevada,M,2635.51,77350.0,66.0,Personal Auto,Four-Door Car,316.8
FE70473,Oregon,F,5741.73,86641.0,71.0,Personal Auto,Two-Door Car,161.752532
XB64251,Oregon,M,8414.94,72258.0,105.0,Personal Auto,SUV,12.497538
WI38796,Oregon,M,9123.91,70737.0,114.0,Corporate Auto,SUV,741.655597
KS12294,California,M,15994.01,0.0,159.0,Personal Auto,SUV,1410.16929
US89453,California,M,9022.08,0.0,125.0,Personal Auto,SUV,988.535078
XK39439,California,M,4759.66,0.0,81.0,Personal Auto,Four-Door Car,388.8
VJ71087,Arizona,M,3993.88,17672.0,110.0,Personal Auto,SUV,792.0
FM54600,Washington,F,18853.74,0.0,173.0,Corporate Auto,SUV,1245.6
UV43859,Oregon,F,8840.19,47297.0,115.0,Personal Auto,SUV,796.130111
JP28293,California,F,6696.9,57240.0,83.0,Corporate Auto,Four-Door Car,83.652384
UV48189,California,M,8476.08,28181.0,109.0,Personal Auto,SUV,523.2
ZA34848,Arizona,F,5205.75,31275.0,66.0,Personal Auto,Two-Door Car,316.8
FA57012,California,M,6141.96,0.0,182.0,Special Auto,Luxury Car,1310.4
GU82757,California,F,4376.36,63774.0,111.0,Corporate Auto,Four-Door Car,60.036683
KW12214,Oregon,M,12375.02,78441.0,103.0,Personal Auto,SUV,613.866905
EG97649,Oregon,F,3451.1,0.0,104.0,Personal Auto,SUV,499.2
YB42706,Nevada,M,8107.27,0.0,76.0,Corporate Auto,Two-Door Car,364.8
WV74449,Washington,F,8662.05,0.0,117.0,Personal Auto,SUV,511.422666
AZ77669,Oregon,M,8696.91,91423.0,109.0,Personal Auto,SUV,435.796252
FM25704,Oregon,M,2535.27,86933.0,63.0,Corporate Auto,Two-Door Car,269.563038
UR34922,California,M,5633.74,65255.0,72.0,Personal Auto,Four-Door Car,321.457124
RA17555,Oregon,M,5176.73,41533.0,65.0,Corporate Auto,Four-Door Car,232.879766
AW71157,California,M,5531.72,50097.0,71.0,Personal Auto,Four-Door Car,17.484679
IN91592,California,F,2810.67,73858.0,72.0,Personal Auto,Four-Door Car,422.59237
WX37953,Oregon,F,2780.73,94943.0,69.0,Personal Auto,Four-Door Car,387.545055
NL85206,California,F,2572.45,72685.0,68.0,Personal Auto,Four-Door Car,14.464783
PR23514,California,M,7664.22,60184.0,199.0,Personal Auto,Luxury SUV,161.61574
XZ23352,California,F,3839.75,0.0,106.0,Corporate Auto,SUV,763.2
MX80067,California,M,2509.27,74045.0,64.0,Personal Auto,Four-Door Car,307.2
HR10835,Nevada,M,14566.09,52564.0,122.0,Personal Auto,SUV,42.131925
FR15942,Washington,M,3220.78,19098.0,87.0,Personal Auto,Two-Door Car,417.6
GX22886,Arizona,M,3199.82,78784.0,80.0,Personal Auto,Four-Door Car,239.964694
HQ70429,Washington,F,16045.11,0.0,65.0,Personal Auto,Two-Door Car,163.046956
YT84266,Oregon,M,4918.92,29256.0,63.0,Personal Auto,Four-Door Car,302.4
GH48715,Arizona,F,5623.76,77912.0,71.0,Corporate Auto,Four-Door Car,23.89816
BN46866,Oregon,M,5677.47,45345.0,72.0,Personal Auto,Four-Door Car,99.039453
CG94611,Oregon,M,3016.44,25630.0,86.0,Corporate Auto,Two-Door Car,412.8
GK94889,California,M,5279.12,22280.0,68.0,Personal Auto,Four-Door Car,169.414572
QN62538,Nevada,M,4803.94,0.0,69.0,Corporate Auto,Four-Door Car,496.8
UQ13133,Nevada,M,2608.79,61567.0,65.0,Personal Auto,Four-Door Car,39.532978
DI65961,Arizona,M,7832.57,34644.0,66.0,Personal Auto,Four-Door Car,316.8
WQ85760,California,M,4260.34,26991.0,119.0,Corporate Auto,SUV,856.8
No35621,Arizona,M,2369.37,49746.0,61.0,Personal Auto,Two-Door Car,624.42874
IA11644,California,M,20604.02,0.0,72.0,Special Auto,Two-Door Car,723.010515
TV53243,Arizona,F,2652.07,49625.0,66.0,Corporate Auto,Two-Door Car,261.549577
WV53081,Arizona,F,2597.86,49308.0,65.0,Corporate Auto,Four-Door Car,150.235884
LL57541,California,F,7712.44,63624.0,95.0,Personal Auto,Four-Door Car,175.243467
RP27249,Oregon,F,4698.88,80358.0,116.0,Personal Auto,SUV,443.637243
OT85112,Washington,M,3403.92,38460.0,88.0,Personal Auto,Four-Door Car,91.55098
GV47847,California,M,4355.7,0.0,64.0,Personal Auto,Two-Door Car,460.8
BB48165,California,F,11095.97,0.0,101.0,Personal Auto,SUV,727.2
HH80006,Oregon,F,3300.68,0.0,92.0,Personal Auto,Four-Door Car,711.323244
TH70115,California,M,6981.08,34835.0,89.0,Personal Auto,Two-Door Car,294.691896
WE64781,Oregon,F,16922.13,93836.0,139.0,Corporate Auto,Sports Car,497.353106
KN27565,Oregon,M,7639.67,34075.0,196.0,Special Auto,Luxury SUV,451.896687
LE85123,Oregon,M,19237.77,35624.0,66.0,Personal Auto,Four-Door Car,227.44626
QF76244,Oregon,F,2915.65,83218.0,72.0,Personal Auto,Four-Door Car,245.103885
PU73561,Arizona,F,4196.43,24641.0,105.0,Personal Auto,SUV,504.0
HM38744,Oregon,M,16473.17,22828.0,106.0,Corporate Auto,SUV,508.8
ST59524,Oregon,M,2657.57,0.0,71.0,Personal Auto,Four-Door Car,340.8
EZ77297,California,M,3267.71,28729.0,90.0,Personal Auto,Four-Door Car,338.744392
DR84843,Arizona,M,2584.53,72731.0,65.0,Personal Auto,Four-Door Car,125.704164
MV54498,California,F,5503.92,59932.0,71.0,Personal Auto,Four-Door Car,116.600107
EM85557,Washington,F,8021.07,54292.0,67.0,Personal Auto,Four-Door Car,321.6
FY73682,California,M,19606.36,0.0,194.0,Personal Auto,Luxury SUV,931.2
XT54610,California,F,1904.0,0.0,63.0,Personal Auto,Four-Door Car,302.4
CE16324,Nevada,F,7288.3,59414.0,91.0,Personal Auto,Two-Door Car,340.32278
KX75698,Oregon,M,5553.52,96587.0,138.0,Personal Auto,SUV,749.244062
UV82770,California,M,11702.35,0.0,111.0,Personal Auto,SUV,532.8
MX95450,Oregon,F,36897.8,0.0,133.0,Personal Auto,SUV,638.4
XF96605,California,M,2957.1,94362.0,74.0,Personal Auto,Two-Door Car,195.405949
WQ75856,Oregon,F,19643.54,84488.0,61.0,Personal Auto,Four-Door Car,208.885686
JG35886,California,F,4111.89,65085.0,103.0,Personal Auto,Four-Door Car,480.073548
XY66810,California,F,15122.99,0.0,72.0,Personal Auto,Two-Door Car,518.4
ON50913,California,F,12807.09,0.0,69.0,Special Auto,Four-Door Car,450.760925
LS59408,Arizona,M,2500.24,0.0,67.0,Personal Auto,Four-Door Car,664.128009
XQ14689,Nevada,M,4260.71,0.0,62.0,Personal Auto,Four-Door Car,446.4
QF55724,California,M,2609.53,60798.0,66.0,Personal Auto,Four-Door Car,316.8
FD79560,Arizona,F,10796.45,30761.0,69.0,Special Auto,Two-Door Car,331.2
KM18818,Arizona,F,2590.65,25981.0,65.0,Personal Auto,Two-Door Car,77.54669
XA28126,California,M,29199.81,67739.0,149.0,Personal Auto,SUV,270.373444
LJ93770,Arizona,F,4194.66,25581.0,105.0,Personal Auto,SUV,429.695284
MK52711,California,F,10314.52,99759.0,65.0,Personal Auto,Two-Door Car,74.463101
AZ68184,Washington,M,9028.31,76514.0,112.0,Personal Auto,SUV,573.941286
NN52789,Arizona,M,3954.34,18375.0,103.0,Personal Auto,Sports Car,535.080276
XC68458,California,M,6089.52,21832.0,84.0,Personal Auto,Four-Door Car,403.2
AF49027,Arizona,F,12827.43,0.0,117.0,Personal Auto,Two-Door Car,842.4
PR22184,California,F,9135.29,95330.0,113.0,Corporate Auto,Sports Car,542.4
GM98732,California,F,7902.68,0.0,106.0,Personal Auto,SUV,634.396608
NP66209,California,F,14827.91,0.0,68.0,Personal Auto,Two-Door Car,326.4
GA46608,Oregon,M,2500.83,25899.0,63.0,Personal Auto,Four-Door Car,302.4
FZ79470,Arizona,F,5395.35,0.0,74.0,Personal Auto,Four-Door Car,355.2
KR10942,Oregon,F,2651.62,33201.0,66.0,Personal Auto,Two-Door Car,314.044227
AW86033,California,M,2119.89,18287.0,61.0,Personal Auto,Two-Door Car,292.8
LM79063,Arizona,F,7155.47,76506.0,89.0,Personal Auto,Two-Door Car,427.2
NB30963,California,M,5994.23,41859.0,76.0,Personal Auto,Two-Door Car,166.1306
AO40386,Oregon,M,22647.22,27504.0,91.0,Personal Auto,Four-Door Car,436.8
